LocationID,lat,lon
1,40.691831206401496,-74.17400027276294
2,40.616745291659896,-73.83129854302213
3,40.86447368477547,-73.84742223236717
4,40.723752141584804,-73.97696825691767
5,40.55265928694566,-74.18848410184928
6,40.60032414603462,-74.0717705589513
7,40.761492562163745,-73.9196943194607
8,40.778558653750714,-73.92308615750753
9,40.75103502557235,-73.78794887777896
10,40.678953310115254,-73.79098635986956
11,40.60427284003077,-74.00748815801174
12,40.70294583498472,-74.01556351255898
13,40.71203815707448,-74.01607915192925
14,40.62483492360826,-74.02989237418791
15,40.783333047260946,-73.78597227877704
16,40.762738375442396,-73.77342181890137
17,40.69150749488067,-73.9499050350751
18,40.86768245607543,-73.89018328872037
19,40.73548677976332,-73.726655375287
20,40.85777967544156,-73.88586748106962
21,40.601429439835144,-73.98353709672226
22,40.61221825780564,-73.99525857986235
23,40.60644770102762,-74.17088688155258
24,40.80197049389963,-73.96547951516966
25,40.68563374132065,-73.98611382213666
26,40.630949655245466,-73.9886612307829
27,40.559133279467545,-73.90690832237583
28,40.711596357945105,-73.80872901637515
29,40.58092197193379,-73.9612167686685
30,40.60368744213566,-73.82192695679406
31,40.8577466809159,-73.87547595053036
32,40.86400220602362,-73.86490099876723
33,40.69579822121127,-73.99525011996627
34,40.70085573851716,-73.97118869233039
35,40.66400311792597,-73.91025783136133
36,40.700522199519206,-73.91771053131582
37,40.694994318442134,-73.92224002165723
38,40.6943414672317,-73.73555427058818
39,40.638037139117074,-73.8997349566939
40,40.6791990140971,-73.99595619089148
41,40.80433394979462,-73.9512920024351
42,40.818257861119235,-73.94077166756267
43,40.78247809974789,-73.96555356545912
44,40.5254945817638,-74.23353354937646
45,40.71245931177953,-73.99815149899052
46,40.84908594313967,-73.78198714613218
47,40.842749176098025,-73.90031590586491
48,40.76225275531937,-73.98984464313303
49,40.68796745714746,-73.96236353818358
50,40.76623772504189,-73.99513522075517
51,40.87397305492027,-73.82826367307186
52,40.68665124165607,-73.99672403175195
53,40.780912355791116,-73.84281349543191
54,40.68720074733729,-74.0029112774529
55,40.576960753637756,-73.98794343407192
56,40.741406774829755,-73.85884524944
57,40.75181936699946,-73.85358156034266
58,40.84145210068251,-73.8203931925278
59,40.83855028852789,-73.89498588493973
60,40.83399047727388,-73.88590003419156
61,40.67446941826647,-73.93928705867958
62,40.66654040578563,-73.94878853931496
63,40.68383976195104,-73.87817261050246
64,40.760615605321455,-73.73933714992846
65,40.69533752946118,-73.98608600498393
66,40.70225893882249,-73.98570161582282
67,40.61961946783513,-74.01380148744009
68,40.74842755506574,-73.99991742024714
69,40.831416697085196,-73.91502929553263
70,40.76335220113318,-73.86839559842018
71,40.64428817438921,-73.93796627061695
72,40.652364804077436,-73.92225097400495
73,40.754108886892965,-73.80729418212228
74,40.80116948058651,-73.93734560812494
75,40.79001075149542,-73.94575026755162
76,40.66093519655055,-73.87682061127197
77,40.666558939035276,-73.89536411750329
78,40.8449604101461,-73.88552181587428
79,40.72762019590955,-73.98593745682462
80,40.71536988214351,-73.9367931449188
81,40.88093541148942,-73.836643344083
82,40.739495646778174,-73.8771183328092
83,40.738323813825986,-73.89217338112864
84,40.528686446566205,-74.18767433468821
85,40.64611634689508,-73.95162318261015
86,40.602432793416696,-73.75524369679601
87,40.706808451665864,-74.00749598562432
88,40.70335790323616,-74.01151502922315
89,40.63790012347378,-73.9609682490637
90,40.74227862901228,-73.99697141558364
91,40.62627276333641,-73.93009701219938
92,40.76110218983435,-73.82885869884261
93,40.74067587216073,-73.84086726234152
94,40.85815519618405,-73.89953593442152
95,40.7214322750213,-73.84766941187516
96,40.69700061310114,-73.8715584251815
97,40.69078679421093,-73.974882086189
98,40.73446262820092,-73.77725346665984
99,40.576773635487115,-74.18641851305904
100,40.75351275872571,-73.9887865991153
101,40.7459938183842,-73.71102598691235
102,40.70354561076291,-73.87573576709775
103,40.68986010366018,-74.04528829364001
104,40.69876867362614,-74.0407707687365
105,40.68878423861301,-74.01907272636834
106,40.673512796860756,-73.99064727363113
107,40.736824057618975,-73.98405213268916
108,40.58840346529034,-73.98143115020046
109,40.55186299807703,-74.15088980760534
110,40.54578031659563,-74.12834244237264
111,40.65213727041905,-73.99023450433012
112,40.72950628420882,-73.94954030482208
113,40.73257907302702,-73.99430477051168
114,40.728340391372306,-73.99738026020043
115,40.61797137588924,-74.08783880974954
116,40.827012654925355,-73.94852173020875
117,40.59405875281409,-73.78962208250111
118,40.58655462662637,-74.13297872511701
119,40.83782699169886,-73.92615723620787
120,40.846667748302785,-73.93018219742844
121,40.728333322973015,-73.80244428186217
122,40.710639284251066,-73.76113699730595
123,40.59995429251391,-73.96433367133905
124,40.6582479612306,-73.84491858438541
125,40.72629041028118,-74.0074858180095
126,40.812074458592114,-73.88553752149437
127,40.8660750007278,-73.91930823586195
128,40.872378809573576,-73.92436981716098
129,40.75731206303918,-73.8853172406108
130,40.70436877745509,-73.7939796582272
131,40.72065523874956,-73.77610076139923
132,40.64698489239521,-73.78653298334987
133,40.64059007067447,-73.97619898951326
134,40.70805099798809,-73.82871246597533
135,40.7283776832573,-73.82119590387464
136,40.8652641915249,-73.90591118270508
137,40.74043897859646,-73.97649472376762
138,40.77437570593248,-73.87362864289105
139,40.67709779790903,-73.7442343516672
140,40.765484087889845,-73.95473878380504
141,40.76694821638323,-73.95963474149173
142,40.77363329302709,-73.9815322063918
143,40.77596522876097,-73.9876455494439
144,40.72088889344526,-73.99691854183823
145,40.74537943399852,-73.94889145447942
146,40.7542425205003,-73.93482888929138
147,40.81967597930489,-73.89895638182647
148,40.71893835938026,-73.99089626184735
149,40.60491359556376,-73.94813559494116
150,40.58047327426203,-73.94362872180558
151,40.79796199310003,-73.96816833309238
152,40.81797514762944,-73.95378223705632
153,40.875967802212415,-73.91037866410583
154,40.593570836585194,-73.90259658693124
155,40.61459098927576,-73.91527709386867
156,40.631307692853035,-74.16723534170733
157,40.72399507493349,-73.9023296813136
158,40.73503540069666,-74.00898410478536
159,40.81825974768985,-73.91284939799154
160,40.71833677001371,-73.8800514081495
161,40.758028043526274,-73.97769793122401
162,40.75668765218883,-73.97235594352028
163,40.764421405786784,-73.97756868222716
164,40.74857462935671,-73.98515639467682
165,40.620924048746254,-73.95682460583805
166,40.809456961125285,-73.96176359682921
167,40.82751255686402,-73.90235177500071
168,40.80734716766523,-73.91682193806463
169,40.84905837739127,-73.9051222193854
170,40.747745793643915,-73.97849159965227
171,40.768351626308466,-73.80954582099432
172,40.57176889293259,-74.10501900721492
173,40.752579239149604,-73.86303754486693
174,40.87713760287661,-73.8790222522603
175,40.74267210348262,-73.75462173612374
176,40.561994234584105,-74.12258402976961
177,40.67664410104018,-73.91363213611348
178,40.61731493715172,-73.97032580128298
179,40.7715702435834,-73.92833318686121
180,40.67559499070675,-73.84704317269409
181,40.670374325917244,-73.98141374048748
182,40.83774866435355,-73.85798694048576
183,40.84917261718261,-73.83158179959666
184,40.868276203547744,-73.80785726631285
185,40.85440471268925,-73.85439380221179
186,40.74849718140501,-73.99243753697608
187,40.62816687457199,-74.14078750231762
188,40.65874445085669,-73.94744164500473
189,40.67763538934729,-73.96758681222953
190,40.661622158356835,-73.96891374270629
191,40.715454515305204,-73.7415317699754
192,40.743751485431545,-73.81522935845769
193,40.76031363502697,-73.94199705818423
194,40.79100078171129,-73.9245963002457
195,40.67554886228086,-74.00917849113297
196,40.72615563957923,-73.86333855806278
197,40.69454235438128,-73.83092407449992
198,40.70652679441955,-73.90170926444718
199,40.79113290307752,-73.88265824700598
200,40.899529064376466,-73.9069871077142
201,40.57798249377506,-73.84345281477815
202,40.761899749955084,-73.94995171169586
203,40.6578534180194,-73.73947255987297
204,40.5403340052961,-74.20782608356558
205,40.69120144680614,-73.76314612543844
206,40.63897220516652,-74.10231250352763
207,40.76398558883056,-73.89935256434545
208,40.82331858387751,-73.8235401189195
209,40.7090727427931,-74.00366456329898
210,40.59202346436429,-73.94050716694058
211,40.723888110041734,-74.00153756565635
212,40.8279021485874,-73.86967965711676
213,40.81785855770814,-73.85813498781434
214,40.58678663305195,-74.08551235826926
215,40.69442755408874,-73.79096393223054
216,40.676154037213806,-73.81945963682766
217,40.703916440465775,-73.9585968450717
218,40.6720897067673,-73.77303565610488
219,40.662184880711415,-73.7645057855823
220,40.88240311320922,-73.91066467564434
221,40.61876927873205,-74.07370444530254
222,40.64752703432353,-73.88241292571801
223,40.77742692053276,-73.90540773409828
224,40.731820636016764,-73.97659767323346
225,40.68816818695491,-73.93188826440706
226,40.73769895644442,-73.92467306585047
227,40.641886315765205,-74.00465205914722
228,40.652354649538466,-74.01127116962904
229,40.75672894163307,-73.96514579918421
230,40.75981761719184,-73.98419648907571
231,40.717772736265154,-74.00787970866399
232,40.71473250693942,-73.9830245583349
233,40.74991407790216,-73.97044256869236
234,40.74033744175701,-73.99045782354732
235,40.852521149263524,-73.91597542466441
236,40.780436437189955,-73.95701169835736
237,40.76861518381156,-73.9656345353807
238,40.791704934427074,-73.97304890061592
239,40.783961430313774,-73.97863194845081
240,40.89459912750697,-73.88197807761938
241,40.87651237544554,-73.8956200178548
242,40.846782895809824,-73.85067057708335
243,40.85710828331442,-73.93283148761296
244,40.841708771119755,-73.94139910573638
245,40.6300493918307,-74.10286011016636
246,40.75330906598341,-74.00401512528654
247,40.82898823048458,-73.92440873264256
248,40.83416531682759,-73.87228927297004
249,40.73457600733176,-74.00287495910837
250,40.83210165963214,-73.84864070062379
251,40.616880007711806,-74.12534779829355
252,40.7881930167286,-73.8156568127099
253,40.76063075217255,-73.84124393899134
254,40.88215708304702,-73.85894823975747
255,40.718803918129915,-73.95741813122186
256,40.710879933377385,-73.95990462730528
257,40.65361187133665,-73.97798241330014
258,40.6887213569813,-73.85576675985413
259,40.89793202529466,-73.85221545370123
260,40.74423471780149,-73.90630644197883
261,40.709138940671856,-74.01302277174901
262,40.77593240314996,-73.94651035601466
263,40.77876585543436,-73.95100987481798
